ContentID,ParentContentID,AssociateType,AssociateID,FileName,PageTitle,AdditionalPageTitle,MetaKeywords,MetaDescription,Template,CreatedDate,CreatedByUserID,PublishedDate,LastUpdated,UpdatedByUserID,Protected,Rank,ProductRank,Enabled,Featured,RedirectContentID,Views,MapID,GalleryID,NotificationType,category_content_id,tbl_Product_ProductID,tbl_Product_ManufacturerID,tbl_Product_Code,tbl_Product_MPN,tbl_Product_GTIN,tbl_Product_Price,tbl_Product_PriceWholesale,tbl_Product_SalePrice,tbl_Product_TotalStock,tbl_Product_Weight,tbl_Product_Width,tbl_Product_Height,tbl_Product_Location,tbl_Product_ShippingAdditional,tbl_Product_SpecificShippingTypeID,tbl_Product_Featured,tbl_Product_Derivative1,tbl_Product_Derivative2,tbl_Product_GoogleProductCategory,tbl_Product_GoogleAdwordsLabels,tbl_Product_GoogleAdwordsRedirect,tbl_Product_SpecialNote,tbl_Product_SpecialNoteShort,productType,tbl_derivative_DerivativeID,tbl_derivative_ProductID,tbl_derivative_Title,tbl_derivative_Title2,tbl_derivative_TotalStock,tbl_derivative_ProductImage,tbl_derivative_SwatchImage,tbl_derivative_BackInStock,tbl_derivative_Price,tbl_derivative_PriceWholesale,tbl_derivative_Weight,tbl_derivative_Location,tbl_derivative_Enabled,tbl_derivative_Code,tbl_derivative_DerivRank,tbl_derivative_DerivGTIN,tbl_derivative_DerivMPN
13001,0,Product,8147,/rebel-alliance-official-star-wars-coaster/,Rebel Alliance Official Star Wars Coaster,| Official Coaster Star Wars Rebel Alliance,"Rebel Alliance, Star Wars, Sci Fi, Coaster, Novelty",This awesome Rebel Alliance coaster would make the perfect gift idea for all Star Wars lovers out there created with a lot attention to detail with an image of the trademark logo for the Rebel Alliance!,product.aspx,5/11/2018,21,5/11/2018,6/29/2022,2,0,1,1,0,0,0,1346,0,0,0,6173|12981,8147,14,,,,2.99,2.29,0,,0,0,0,,0,0,0,n/a,,,,,This item is part of our 4 for 9.99 offer. Mix and match any 4 products in this offer for only 9.99!,Any 4 for 9.99,simple,11461,8147,n/a,,0,cat.jpeg,,,2.99,2.29,0.06,test,1,CST1SW14,0,5.06E+12
13002,0,Product,8148,/spider-man-official-marvel-coaster/,Spider Man Official Marvel Coaster,| Official Marvel Coaster Spider Man,"avena, coaster, official, marvel, gift, collection, spider, man",This fantastic Spider Man coaster would make the perfect gift idea for all Marvel lovers out there created with a lot attention to detail with an image of Spider-Man looking as amazing as ever.,product.aspx,5/12/2018,21,5/12/2018,4/2/2019,2,0,1,1,0,0,0,162,0,0,0,6173|12981,8148,14,,,,2.99,2.29,0,,0,0,0,,0,0,0,n/a,,,,,This item is part of our 4 for 9.99 offer. Mix and match any 4 products in this offer for only 9.99!,Any 4 for 9.99,simple,11462,8148,n/a,,0,,,,2.99,2.29,0.06,,1,CST1MV05,0,5.06E+12
