ContentID,ParentContentID,AssociateType,AssociateID,FileName,PageTitle,AdditionalPageTitle,MetaKeywords,MetaDescription,Template,CreatedDate,CreatedByUserID,PublishedDate,LastUpdated,UpdatedByUserID,Protected,Rank,ProductRank,Enabled,Featured,RedirectContentID,Views,MapID,GalleryID,NotificationType,category_content_id,tbl_Product_ProductID,tbl_Product_ManufacturerID,tbl_Product_Code,tbl_Product_MPN,tbl_Product_GTIN,tbl_Product_Price,tbl_Product_PriceWholesale,tbl_Product_SalePrice,tbl_Product_TotalStock,tbl_Product_Weight,tbl_Product_Width,tbl_Product_Height,tbl_Product_Location,tbl_Product_ShippingAdditional,tbl_Product_SpecificShippingTypeID,tbl_Product_Featured,tbl_Product_Derivative1,tbl_Product_Derivative2,tbl_Product_GoogleProductCategory,tbl_Product_GoogleAdwordsLabels,tbl_Product_GoogleAdwordsRedirect,tbl_Product_SpecialNote,tbl_Product_SpecialNoteShort,productType,tbl_derivative_DerivativeID,tbl_derivative_ProductID,tbl_derivative_Title,tbl_derivative_Title2,tbl_derivative_TotalStock,tbl_derivative_ProductImage,tbl_derivative_SwatchImage,tbl_derivative_BackInStock,tbl_derivative_Price,tbl_derivative_PriceWholesale,tbl_derivative_Weight,tbl_derivative_Location,tbl_derivative_Enabled,tbl_derivative_Code,tbl_derivative_DerivRank,tbl_derivative_DerivGTIN,tbl_derivative_DerivMPN
1565,0,Product,1150,/aastha-incense-sticks-satya-15g-box-of-twelve-special-offer/,Aastha Incense Sticks Satya 15g Box Of Twelve Special Offer,| Incense Sticks Nag Champa Aastha,"nag champa, aastha, incense stick, incense, aromatherapy, smoke, relaxing",Regular users of Nag Champa may have used Aastha already as it has been the free sample in standard packs of Nag Champa incense sticks. The fragrance is similar to the original Nag but with its own unique slightly floral aroma.,product.aspx,8/15/2012,1,8/15/2012,5/5/2021,2,0,1,0,1,0,0,11646,0,0,0,13049|51|57,1150,14,,,,12.99,8.99,0,,100,0,0,A9A,0,0,0,size,n/a,,,,This item is part of our 2 for 19.99 offer. Mix and match any 2 products in this offer for only 19.99!,Any 2 for 19.99,config,2152,1150,Pack of Twelve Boxes (Approx 168 Sticks),n/a,0,,,,12.99,9.99,0.5,A8B,1,1418,1,8.90E+12
1568,0,Product,1153,/after-shave-cream/,After Shave Cream,| Cream for After Shaving,"Aftershave, balm, moisturise, essential oil",Blended using essential oils reputed to help moisturise and protect sensitive skin with a fresh smelling aroma. This after shave balm could help to eliminate razor burn and re-hydrate the skin after shaving whether by razor or electric shaver.,product.aspx,8/15/2012,1,8/15/2012,7/7/2019,24,0,1,0,1,0,0,9938,0,0,0,20,1153,14,,,,7.99,3.33,0,,170,0,0,,0,0,0,size,n/a,,,,,,config,2155,1153,60ml Jar,n/a,0,,,,7.99,3.99,0.35,VS1D/L7D,1,AVCRM6/60,1,7.36E+11
1568,0,Product,1153,/after-shave-cream/,After Shave Cream,| Cream for After Shaving,"Aftershave, balm, moisturise, essential oil",Blended using essential oils reputed to help moisturise and protect sensitive skin with a fresh smelling aroma. This after shave balm could help to eliminate razor burn and re-hydrate the skin after shaving whether by razor or electric shaver.,product.aspx,8/15/2012,1,8/15/2012,7/7/2019,24,0,1,0,1,0,0,9938,0,0,0,20,1153,14,,,,7.99,3.33,0,,170,0,0,,0,0,0,size,n/a,,,,,,config,6550,1153,120ml Jar,,0,,,,14.99,7.49,0.45,L7D,1,AVCRM6/120,1,7.36E+11
