DerivativeID,ProductID,Title,Title2,TotalStock,ProductImage,SwatchImage,BackInStock,Price,PriceWholesale,Weight,Location,Enabled,Code,DerivRank,DerivGTIN,DerivMPN
2385,1263,Vanilla,n/a,0,,,,2.99,1.49,0.05,,1,FRVAN/10,1,7.3581E+11
2388,1263,Winter Spices,n/a,0,,,,2.99,1.49,0.05,,1,FRWSP/10,1,7.3581E+11
2389,1263,Ylang Ylang,n/a,0,,,,2.99,1.49,0.005,,1,FRYYL/10,1,7.3581E+11
2395,1266,10ml,n/a,0,,,,3.99,2.99,0.07,,1,ESCAJ/10,1,7.3581E+11
2396,1266,30ml,n/a,0,,,,9.99,4.99,0.1,,1,ESCAJ/30,1,7.3581E+11
2394,1266,100ml Special Offer,n/a,0,,,,19.99,12.99,0.38,,1,ESCAJ/100,1,7.3581E+11
2398,1267,n/a,n/a,0,large_tr03.jpg,,,14.99,6.66,1.9,B2D,1,TR03,1
2400,1269,60ml Jar,n/a,0,,,,7.99,3.99,0.35,VS2E/L3C,1,AVOINT13/60,1,7.3581E+11
6551,1269,120ml Jar,,0,,,,14.99,7.49,0.45,L3C,1,AVOINT13/120,1,7.3581E+11
17154,1269,200ml Plastic Jar,,0,,,,19.99,9.99,0.62,L3C,1,AVOINT13/200,1,6.15855E+11
2403,1271,100ml Bottle,n/a,0,,,,5.99,2.99,0.3,VS2B,1,CD100,1,7.3581E+11
2405,1271,250ml Bottle,n/a,0,,,,12.99,6.99,0.55,VS1A,1,CD250,1,6.15855E+11
2406,1271,500ml Bottle,n/a,0,,,,23.99,11.99,0.75,L6C,1,CD500,1,6.15855E+11
2404,1271,1ltr Bottle,n/a,0,,,,39.99,21.49,1.6,K,1,CD1LTR,1,6.15855E+11
2407,1271,5ltr Jerry Can,n/a,0,,,,119.99,89.99,6,K,1,CD5LTR,1,6.15855E+11
2408,1272,n/a,n/a,0,,,,6.99,2.49,0.14,VS2D,1,CRCAL/50,1,7.3581E+11
2411,1275,100ml Bottle,n/a,0,,,,5.99,2.99,0.3,VS2B,1,CM100,1,7.3581E+11
2413,1275,250ml Bottle,n/a,0,,,,13.99,6.99,0.55,VS1A,1,CM250,1,7.3581E+11
2414,1275,500ml Bottle,n/a,0,,,,23.99,11.99,0.75,L4D,1,CM500,1,7.3581E+11
2412,1275,1ltr Bottle,n/a,0,,,,39.99,21.49,1.6,L4D,1,CM1LTR,1,7.3581E+11
2415,1275,5kg Jerry Can,n/a,0,,,,119.99,89.99,6,T.O.,1,CM5KG,1,7.3581E+11
2417,1276,10ml,n/a,0,,,,3.99,2.99,0.07,,1,ESCAM/10,1,7.3581E+11
2418,1276,30ml,n/a,0,,,,7.99,4.99,0.1,,1,ESCAM/30,1,7.3581E+11
2416,1276,100ml Special Offer,n/a,0,,,,19.99,12.99,0.38,,1,ESCAM/100,1,7.3581E+11
2421,1278,n/a,n/a,0,large_2723.jpg,,,4.99,2.91,0.35,,1,2723,1
2422,1279,n/a,n/a,0,large_2347.jpg,,,9.99,8.33,0.3,,1,Gift Boxed,1
2423,1280,n/a,n/a,0,,,,3.99,2.49,0.25,B4C,1,CMCB,1,8.40274E+11
2424,1281,10ml Bottle,n/a,0,,,,12.99,6.99,0.07,,1,ESCDM/10,1,7.3581E+11
2425,1281,30ml Bottle,n/a,0,,,,29.99,16.99,0.1,,1,ESCDM/30,1,7.3581E+11
6009,1281,100ml Bottle,,0,,,,89.99,53.99,0.38,,1,ESCDM/100,1,7.3581E+11
2427,1282,n/a,n/a,0,,,,1.39,0.99,0.025,A7C,1,T072,1
2428,1283,n/a,n/a,0,,,,3.99,2.99,0.1,B8BD2,1,HSB4,1
2433,1285,n/a,n/a,0,,,,12.99,7.99,0.07,B8CD2,1,PS57,1
2435,1287,n/a,n/a,0,large_carnelian.jpg,,,2.99,1.24,0.1,A7D,1,NGGCA,1
2437,1288,10ml,n/a,0,,,,7.99,3.99,0.07,,1,ESCRT/10,1,7.3581E+11
2438,1288,30ml,n/a,0,,,,19.99,9.99,0.1,,1,ESCRT/30,1,7.3581E+11
2436,1288,100ml,n/a,0,,,,59.99,29.99,0.38,,1,ESCRT/100,1,7.3581E+11
2440,1289,n/a,n/a,0,,,,14.99,7.49,0.2,,1,2015,1
2441,1290,100ml Bottle,n/a,0,,,,3.99,2.99,0.3,VS2B,1,CT100,1,7.3581E+11
2443,1290,250ml Bottle,n/a,0,,,,5.99,4.99,0.55,VS1A,1,CT250,1,7.3581E+11
2444,1290,500ml Bottle,n/a,0,,,,9.99,6.99,0.75,L6C,1,CT500,1,7.3581E+11
2442,1290,1ltr Bottle,n/a,0,,,,18.99,12.99,1.6,K,1,CT1LTR,1,7.3581E+11
2445,1290,5kg Jerry Can,n/a,0,,,,79.99,49.99,6,K,1,CT5KG,1,7.3581E+11
2446,1291,n/a,n/a,0,large_1624.jpg,,,4.99,4.99,0.1,,1,1624,1
2447,1292,n/a,n/a,0,large_1638.jpg,,,4.99,4.99,0.1,,1,1638,1
2448,1293,10ml Bottle,n/a,0,,,,7.99,3.99,0.07,SHOP,1,AVOIL10/10,1,7.3581E+11
2449,1293,30ml Bottle,n/a,0,,,,19.99,9.99,0.1,SHOP,1,AVOIL10/30,1,7.3581E+11
2450,1294,n/a,n/a,0,large_catseyehematite.jpg,,,5.99,3.33,0.05,B8CD16,1,CATBX01,1
2451,1295,n/a,n/a,0,,,,2.99,2.49,0.02,A7B,1,1991,1
2452,1296,n/a,n/a,0,large_cedar_roses.jpg,,,5.99,3.33,0.3,,1,,1
2454,1297,10ml,n/a,0,,,,3.99,2.99,0.07,,1,ESCED/10,1,7.3581E+11
2455,1297,30ml,n/a,0,,,,9.99,4.99,0.1,,1,ESCED/30,1,7.3581E+11
2453,1297,100ml Special Offer,n/a,0,,,,19.99,12.99,0.38,,1,ESCED/100,1,7.3581E+11
2459,1298,50ml Glass Bottle With Pipette,n/a,0,,,,7.99,3.99,0.3,VS3A,1,AVOIL11/50,1,7.3581E+11
2457,1298,100ml Glass Bottle With Pipette,n/a,0,,,,12.99,6.49,0.38,L4C,1,AVOIL11/100,1,7.3581E+11
2458,1298,250ml Plastic Bottle,n/a,0,,,,24.99,12.49,0.55,K,1,AVOIL11/250,1,7.3581E+11
2461,1299,10ml,n/a,0,,,,7.99,4.99,0.07,,1,ESCEL/10,1,7.3581E+11
2462,1299,30ml,n/a,0,,,,19.99,12.99,0.1,,1,ESCEL/30,1,7.3581E+11
