"entity_id","attribute_set_id","type_id","sku","has_options","required_options","created_at","updated_at"
"37861","4","simple","1769-3145","0","0","2024-05-01 06:32:16","2024-05-02 17:25:45"
"37862","4","simple","1769-3142","0","0","2024-05-01 06:32:17","2024-05-02 17:25:46"
"37863","4","simple","1769-3144","0","0","2024-05-01 06:32:19","2024-05-02 17:25:48"
"37864","4","simple","1769-3143","0","0","2024-05-01 06:32:20","2024-05-02 17:25:49"
"37865","4","simple","1770-3149","0","0","2024-05-01 06:32:22","2024-05-02 17:25:50"
"37866","4","simple","1770-3146","0","0","2024-05-01 06:32:24","2024-05-02 17:25:52"
"37867","4","simple","1771-3153","0","0","2024-05-01 06:32:25","2024-05-02 17:25:53"
"37868","4","simple","1771-3150","0","0","2024-05-01 06:32:27","2024-05-02 17:25:55"
"37869","4","simple","1772-3157","0","0","2024-05-01 06:32:28","2024-05-02 17:25:56"
"37870","4","simple","1772-3154","0","0","2024-05-01 06:32:30","2024-05-02 17:25:58"
"37871","4","simple","1772-3156","0","0","2024-05-01 06:32:32","2024-05-02 17:25:59"
"37872","4","simple","1772-3155","0","0","2024-05-01 06:32:33","2024-05-02 17:26:01"
"37873","4","simple","1773-3161","0","0","2024-05-01 06:32:35","2024-05-02 17:26:02"
"37874","4","simple","1773-3158","0","0","2024-05-01 06:32:37","2024-05-02 17:26:04"
"37875","4","simple","1774-3165","0","0","2024-05-01 06:32:38","2024-05-02 17:26:05"
"37876","4","simple","1774-3162","0","0","2024-05-01 06:32:40","2024-05-02 17:26:07"
"37877","4","simple","1775-3167","0","0","2024-05-01 06:32:41","2024-05-02 17:26:08"
"37878","4","simple","1775-3169","0","0","2024-05-01 06:32:43","2024-05-02 17:26:10"
"37879","4","simple","1775-3166","0","0","2024-05-01 06:32:45","2024-05-02 17:26:11"
"37880","4","simple","1775-3168","0","0","2024-05-01 06:32:46","2024-05-02 17:26:13"
"37881","4","simple","1776-3173","0","0","2024-05-01 06:32:48","2024-05-02 17:26:14"
"37882","4","simple","1776-3170","0","0","2024-05-01 06:32:49","2024-05-02 17:26:16"
"37883","4","simple","1777-3177","0","0","2024-05-01 06:32:51","2024-05-02 17:26:17"
"37884","4","simple","1777-3174","0","0","2024-05-01 06:32:53","2024-05-02 17:26:19"
"37885","4","simple","1778-3181","0","0","2024-05-01 06:32:54","2024-05-02 17:26:20"
"37886","4","simple","1778-3178","0","0","2024-05-01 06:32:56","2024-05-02 17:26:21"
"37887","4","simple","1778-3180","0","0","2024-05-01 06:32:58","2024-05-02 17:26:23"
"37888","4","simple","1778-3179","0","0","2024-05-01 06:32:59","2024-05-02 17:26:24"
"37889","4","simple","1779-3185","0","0","2024-05-01 06:33:01","2024-05-02 17:26:26"
"37890","4","simple","1779-3182","0","0","2024-05-01 06:33:03","2024-05-02 17:26:27"
"37891","4","simple","1780-3189","0","0","2024-05-01 06:33:05","2024-05-02 17:26:29"
"37892","4","simple","1780-3186","0","0","2024-05-01 06:33:06","2024-05-02 17:26:30"
"37893","4","simple","1781-3193","0","0","2024-05-01 06:33:08","2024-05-02 17:26:31"
"37894","4","simple","1781-3192","0","0","2024-05-01 06:33:09","2024-05-02 17:26:33"
"37895","4","simple","1781-3190","0","0","2024-05-01 06:33:11","2024-05-02 17:26:34"
"37896","4","simple","1781-3191","0","0","2024-05-01 06:33:12","2024-05-02 17:26:36"
"37897","4","simple","1782-3197","0","0","2024-05-01 06:33:14","2024-05-02 17:26:37"
"37898","4","simple","1782-3196","0","0","2024-05-01 06:33:15","2024-05-02 17:26:39"
"37899","4","simple","1782-3194","0","0","2024-05-01 06:33:17","2024-05-02 17:26:40"
"37900","4","simple","1782-3195","0","0","2024-05-01 06:33:18","2024-05-02 17:26:41"
"37901","4","simple","1783-3200","0","0","2024-05-01 06:33:20","2024-05-02 17:26:43"
"37902","4","simple","1783-3199","0","0","2024-05-01 06:33:21","2024-05-02 17:26:44"
"37903","4","simple","1783-3201","0","0","2024-05-01 06:33:23","2024-05-02 17:26:46"
"37904","4","simple","1783-3198","0","0","2024-05-01 06:33:25","2024-05-02 17:26:47"
"37905","4","simple","1784-3205","0","0","2024-05-01 06:33:26","2024-05-02 17:26:49"
"37906","4","simple","1784-3202","0","0","2024-05-01 06:33:28","2024-05-02 17:26:50"
"37907","4","simple","1784-3204","0","0","2024-05-01 06:33:29","2024-05-02 17:26:52"
"37908","4","simple","1784-3203","0","0","2024-05-01 06:33:31","2024-05-02 17:26:53"
"37909","4","simple","1785-3206","0","0","2024-05-01 06:33:33","2024-05-02 17:26:55"
"37910","4","simple","1785-3208","0","0","2024-05-01 06:33:34","2024-05-02 17:26:56"
"37911","4","simple","1785-3207","0","0","2024-05-01 06:33:36","2024-05-02 17:26:57"
"37912","4","simple","1785-3209","0","0","2024-05-01 06:33:38","2024-05-02 17:26:59"
"37913","4","simple","1786-3213","0","0","2024-05-01 06:33:39","2024-05-02 17:27:00"
"37914","4","simple","1786-3210","0","0","2024-05-01 06:33:41","2024-05-02 17:27:02"
"37915","4","simple","1786-3212","0","0","2024-05-01 06:33:42","2024-05-02 17:27:03"
"37916","4","simple","1786-3211","0","0","2024-05-01 06:33:44","2024-05-02 17:27:05"
"37917","4","simple","1787-3217","0","0","2024-05-01 06:33:45","2024-05-02 17:27:06"
"37918","4","simple","1787-3214","0","0","2024-05-01 06:33:47","2024-05-02 17:27:08"
"37919","4","simple","1787-3216","0","0","2024-05-01 06:33:49","2024-05-02 17:27:09"
"37920","4","simple","1787-3215","0","0","2024-05-01 06:33:50","2024-05-02 17:27:11"
"37921","4","simple","1788-3221","0","0","2024-05-01 06:33:52","2024-05-02 17:27:12"
"37922","4","simple","1788-3218","0","0","2024-05-01 06:33:54","2024-05-02 17:27:14"
"37923","4","simple","1788-3220","0","0","2024-05-01 06:33:55","2024-05-02 17:27:15"
"37924","4","simple","1788-3219","0","0","2024-05-01 06:33:57","2024-05-02 17:27:16"
"37925","4","simple","1789-3225","0","0","2024-05-01 06:33:58","2024-05-02 17:27:18"
"37926","4","simple","1789-3222","0","0","2024-05-01 06:34:00","2024-05-02 17:27:19"
"37927","4","simple","1789-3224","0","0","2024-05-01 06:34:02","2024-05-02 17:27:21"
"37928","4","simple","1789-3223","0","0","2024-05-01 06:34:04","2024-05-02 17:27:22"
"37929","4","simple","1790-3229","0","0","2024-05-01 06:34:05","2024-05-02 17:27:24"
"37930","4","simple","1790-3226","0","0","2024-05-01 06:34:07","2024-05-02 17:27:25"
"37931","4","simple","1790-3228","0","0","2024-05-01 06:34:08","2024-05-02 17:27:26"
"37932","4","simple","1790-3227","0","0","2024-05-01 06:34:10","2024-05-02 17:27:28"
"37933","4","simple","1791-3233","0","0","2024-05-01 06:34:12","2024-05-02 17:27:29"
"37934","4","simple","1791-3230","0","0","2024-05-01 06:34:13","2024-05-02 17:27:31"
"37935","4","simple","1791-3232","0","0","2024-05-01 06:34:15","2024-05-02 17:27:32"
"37936","4","simple","1791-3231","0","0","2024-05-01 06:34:17","2024-05-02 17:27:34"
"37937","4","simple","1792-3237","0","0","2024-05-01 06:34:18","2024-05-02 17:27:35"
"37938","4","simple","1792-3234","0","0","2024-05-01 06:34:20","2024-05-02 17:27:36"
"37939","4","simple","1792-3236","0","0","2024-05-01 06:34:21","2024-05-02 17:27:38"
"37940","4","simple","1792-3235","0","0","2024-05-01 06:34:23","2024-05-02 17:27:39"
"37941","4","simple","1793-3241","0","0","2024-05-01 06:34:25","2024-05-02 17:27:41"
"37942","4","simple","1793-3238","0","0","2024-05-01 06:34:26","2024-05-02 17:27:42"
"37943","4","simple","1793-3240","0","0","2024-05-01 06:34:28","2024-05-02 17:27:44"
"37944","4","simple","1793-3239","0","0","2024-05-01 06:34:30","2024-05-02 17:27:45"
"37945","4","simple","1794-3245","0","0","2024-05-01 06:34:31","2024-05-02 17:27:46"
"37946","4","simple","1794-3242","0","0","2024-05-01 06:34:33","2024-05-02 17:27:48"
"37947","4","simple","1794-3244","0","0","2024-05-01 06:34:34","2024-05-02 17:27:49"
"37948","4","simple","1794-3243","0","0","2024-05-01 06:34:36","2024-05-02 17:27:51"
"37949","4","simple","1795-3249","0","0","2024-05-01 06:34:38","2024-05-02 17:27:52"
"37950","4","simple","1795-3246","0","0","2024-05-01 06:34:39","2024-05-02 17:27:54"
"37951","4","simple","1795-3248","0","0","2024-05-01 06:34:41","2024-05-02 17:27:55"
"37952","4","simple","1795-3247","0","0","2024-05-01 06:34:42","2024-05-02 17:27:57"
"37953","4","simple","1796-3253","0","0","2024-05-01 06:34:44","2024-05-02 17:27:58"
"37954","4","simple","1796-3250","0","0","2024-05-01 06:34:46","2024-05-02 17:27:59"
"37955","4","simple","1796-3252","0","0","2024-05-01 06:34:47","2024-05-02 17:28:01"
"37956","4","simple","1796-3251","0","0","2024-05-01 06:34:49","2024-05-02 17:28:03"
"37957","4","simple","1797-3257","0","0","2024-05-01 06:34:50","2024-05-02 17:28:04"
"37958","4","simple","1797-3254","0","0","2024-05-01 06:34:52","2024-05-02 17:28:06"
"37959","4","simple","1797-3256","0","0","2024-05-01 06:34:54","2024-05-02 17:28:07"
"37960","4","simple","1797-3255","0","0","2024-05-01 06:34:55","2024-05-02 17:28:09"
"37961","4","simple","1798-3261","0","0","2024-05-01 06:34:57","2024-05-02 17:28:10"
"37962","4","simple","1798-3258","0","0","2024-05-01 06:34:59","2024-05-02 17:28:11"
"37963","4","simple","1798-3260","0","0","2024-05-01 06:35:00","2024-05-02 17:28:13"
"37964","4","simple","1798-3259","0","0","2024-05-01 06:35:02","2024-05-02 17:28:14"
"37965","4","simple","1799-3265","0","0","2024-05-01 06:35:04","2024-05-02 17:28:16"
"37966","4","simple","1799-3264","0","0","2024-05-01 06:35:06","2024-05-02 17:28:17"
"37967","4","simple","1799-3262","0","0","2024-05-01 06:35:07","2024-05-02 17:28:19"
"37968","4","simple","1799-3263","0","0","2024-05-01 06:35:09","2024-05-02 17:28:20"
"37969","4","simple","1800-3269","0","0","2024-05-01 06:35:11","2024-05-02 17:28:22"
"37970","4","simple","1800-3268","0","0","2024-05-01 06:35:12","2024-05-02 17:28:23"
"37971","4","simple","1800-3266","0","0","2024-05-01 06:35:14","2024-05-02 17:28:25"
"37972","4","simple","1800-3267","0","0","2024-05-01 06:35:15","2024-05-02 17:28:26"
"37973","4","simple","1801-3270","0","0","2024-05-01 06:35:17","2024-05-02 17:28:28"
"37974","4","simple","1801-3271","0","0","2024-05-01 06:35:18","2024-05-02 17:28:29"
"37975","4","simple","1802-3275","0","0","2024-05-01 06:35:20","2024-05-02 17:28:31"
"37976","4","simple","1802-3272","0","0","2024-05-01 06:35:21","2024-05-02 17:28:32"
"37977","4","simple","1802-3273","0","0","2024-05-01 06:35:23","2024-05-02 17:28:33"
"37978","4","simple","1802-3274","0","0","2024-05-01 06:35:25","2024-05-02 17:28:35"
"37979","4","simple","1803-3277","0","0","2024-05-01 06:35:26","2024-05-02 17:28:36"
"37980","4","simple","1803-3276","0","0","2024-05-01 06:35:27","2024-05-02 17:28:38"
"37981","4","configurable","1804","0","0","2024-05-01 06:35:29","2024-05-02 20:55:35"
"37982","4","simple","1805-3282","0","0","2024-05-01 06:35:30","2024-05-02 17:28:41"
"37983","4","simple","1805-3279","0","0","2024-05-01 06:35:32","2024-05-02 17:28:43"
"37984","4","simple","1805-3280","0","0","2024-05-01 06:35:33","2024-05-02 17:28:44"
"37985","4","simple","1805-3281","0","0","2024-05-01 06:35:35","2024-05-02 17:28:46"
"37986","4","simple","1806-3283","0","0","2024-05-01 06:35:36","2024-05-02 17:28:47"
"37987","4","simple","1806-3284","0","0","2024-05-01 06:35:38","2024-05-02 17:28:49"
"37988","4","simple","1806-3285","0","0","2024-05-01 06:35:40","2024-05-02 17:28:50"
"37989","4","simple","1806-3286","0","0","2024-05-01 06:35:41","2024-05-02 17:28:51"
"37990","4","simple","1807-3289","0","0","2024-05-01 06:35:43","2024-05-02 17:28:53"
"37991","4","simple","1807-3290","0","0","2024-05-01 06:35:45","2024-05-02 17:28:54"
"37992","4","simple","1807-3287","0","0","2024-05-01 06:35:46","2024-05-02 17:28:56"
"37993","4","simple","1807-3288","0","0","2024-05-01 06:35:48","2024-05-02 17:28:57"
"37994","4","simple","1808-3294","0","0","2024-05-01 06:35:49","2024-05-02 17:28:59"
"37995","4","simple","1808-3291","0","0","2024-05-01 06:35:51","2024-05-02 17:29:00"
"37996","4","simple","1808-3292","0","0","2024-05-01 06:35:53","2024-05-02 17:29:02"
"37997","4","simple","1808-3293","0","0","2024-05-01 06:35:54","2024-05-02 17:29:03"
"37998","4","simple","1809-3298","0","0","2024-05-01 06:35:59","2024-05-02 17:29:05"
"37999","4","simple","1809-3295","0","0","2024-05-01 06:36:00","2024-05-02 17:29:06"
"38000","4","simple","1809-3296","0","0","2024-05-01 06:36:02","2024-05-02 17:29:08"
"38001","4","simple","1809-3297","0","0","2024-05-01 06:36:04","2024-05-02 17:29:09"
"38002","4","simple","1810-3302","0","0","2024-05-01 06:36:06","2024-05-02 17:29:10"
"38003","4","configurable","1811","0","0","2024-05-01 06:36:07","2024-05-02 20:55:44"
"38004","4","configurable","1812","0","0","2024-05-01 06:36:09","2024-05-02 20:55:45"
"38005","4","configurable","1813","0","0","2024-05-01 06:36:10","2024-05-02 20:55:45"
"38006","4","configurable","1814","0","0","2024-05-01 06:36:12","2024-05-02 20:55:46"
"38007","4","configurable","1815","0","0","2024-05-01 06:36:14","2024-05-02 20:55:47"
"38008","4","configurable","1816","0","0","2024-05-01 06:36:15","2024-05-02 20:55:48"
"38009","4","configurable","1821","0","0","2024-05-01 06:36:17","2024-05-02 20:55:49"
"38010","4","simple","1822-3317","0","0","2024-05-01 06:36:19","2024-05-02 17:29:26"
"38011","4","simple","1822-3318","0","0","2024-05-01 06:36:21","2024-05-02 17:29:27"
"38012","4","configurable","1824","0","0","2024-05-01 06:36:22","2024-05-02 20:55:51"
"38013","4","configurable","1825","0","0","2024-05-01 06:36:24","2024-05-02 20:55:52"
"38014","4","simple","1826-3323","0","0","2024-05-01 06:36:26","2024-05-02 17:29:33"
"38015","4","simple","1826-3324","0","0","2024-05-01 06:36:27","2024-05-02 17:29:34"
"38016","4","simple","1826-3325","0","0","2024-05-01 06:36:28","2024-05-02 17:29:36"
"38017","4","simple","1826-3326","0","0","2024-05-01 06:36:30","2024-05-02 17:29:37"
"38018","4","simple","1827-3327","0","0","2024-05-01 06:36:32","2024-05-02 17:29:39"
"38019","4","simple","1828-3335","0","0","2024-05-01 06:36:33","2024-05-02 17:29:40"
"38020","4","simple","1828-3331","0","0","2024-05-01 06:36:35","2024-05-02 17:29:41"
"38021","4","simple","1828-3333","0","0","2024-05-01 06:36:37","2024-05-02 17:29:43"
"38022","4","simple","1828-3334","0","0","2024-05-01 06:36:38","2024-05-02 17:29:44"
"38023","4","simple","1828-3332","0","0","2024-05-01 06:36:40","2024-05-02 17:29:46"
"38024","4","simple","1829-3337","0","0","2024-05-01 06:36:41","2024-05-02 17:29:47"
"38025","4","simple","1829-3338","0","0","2024-05-01 06:36:43","2024-05-02 17:29:49"
"38026","4","simple","1829-3336","0","0","2024-05-01 06:36:45","2024-05-02 17:29:50"
"38027","4","simple","1830-3340","0","0","2024-05-01 06:36:46","2024-05-02 17:29:52"
"38028","4","simple","1830-3341","0","0","2024-05-01 06:36:48","2024-05-02 17:29:53"
"38029","4","simple","1830-3339","0","0","2024-05-01 06:36:49","2024-05-02 17:29:55"
"38030","4","simple","1831-3344","0","0","2024-05-01 06:36:51","2024-05-02 17:29:56"
"38031","4","simple","1831-3343","0","0","2024-05-01 06:36:52","2024-05-02 17:29:58"
"38032","4","configurable","1832","0","0","2024-05-01 06:36:54","2024-05-02 20:56:01"
"38033","4","configurable","1833","0","0","2024-05-01 06:36:56","2024-05-02 20:56:02"
"38034","4","configurable","1834","0","0","2024-05-01 06:36:57","2024-05-02 20:56:03"
"38035","4","configurable","1835","0","0","2024-05-01 06:36:59","2024-05-02 20:56:04"
"38036","4","configurable","1836","0","0","2024-05-01 06:37:01","2024-05-02 20:56:05"
"38037","4","configurable","1837","0","0","2024-05-01 06:37:02","2024-05-02 20:56:05"
"38038","4","simple","1838-5641","0","0","2024-05-01 06:37:04","2024-05-02 17:30:11"
"38039","4","simple","1838-5644","0","0","2024-05-01 06:37:05","2024-05-02 17:30:12"
"38040","4","simple","1838-5779","0","0","2024-05-01 06:37:07","2024-05-02 17:30:14"
"38041","4","simple","1838-5646","0","0","2024-05-01 06:37:09","2024-05-02 17:30:15"
"38042","4","simple","1838-5647","0","0","2024-05-01 06:37:10","2024-05-02 17:30:17"
"38043","4","simple","1838-5648","0","0","2024-05-01 06:37:12","2024-05-02 17:30:18"
"38044","4","simple","1838-5649","0","0","2024-05-01 06:37:14","2024-05-02 17:30:20"
"38045","4","simple","1838-5650","0","0","2024-05-01 06:37:15","2024-05-02 17:30:21"
"38046","4","simple","1838-5653","0","0","2024-05-01 06:37:17","2024-05-02 17:30:22"
"38047","4","simple","1838-5654","0","0","2024-05-01 06:37:19","2024-05-02 17:30:24"
"38048","4","simple","1838-5655","0","0","2024-05-01 06:37:20","2024-05-02 17:30:25"
"38049","4","simple","1838-5656","0","0","2024-05-01 06:37:22","2024-05-02 17:30:27"
"38050","4","simple","1838-5643","0","0","2024-05-01 06:37:24","2024-05-02 17:30:28"
"38051","4","simple","1838-6653","0","0","2024-05-01 06:37:25","2024-05-02 17:30:30"
"38052","4","simple","1838-5645","0","0","2024-05-01 06:37:27","2024-05-02 17:30:31"
"38053","4","simple","1838-5652","0","0","2024-05-01 06:37:29","2024-05-02 17:30:33"
"38054","4","configurable","1840","0","0","2024-05-01 06:37:30","2024-05-02 20:56:07"
"38055","4","configurable","1841","0","0","2024-05-01 06:37:32","2024-05-02 20:56:08"
"38056","4","simple","1842-3361","0","0","2024-05-01 06:37:33","2024-05-02 17:30:38"
"38057","4","simple","1842-3362","0","0","2024-05-01 06:37:35","2024-05-02 17:30:40"
"38058","4","simple","1842-3363","0","0","2024-05-01 06:37:37","2024-05-02 17:30:41"
"38059","4","simple","1843-8306","0","0","2024-05-01 06:37:38","2024-05-02 17:30:42"
"38060","4","simple","1843-3364","0","0","2024-05-01 06:37:40","2024-05-02 17:30:44"
"38061","4","simple","1843-8343","0","0","2024-05-01 06:37:42","2024-05-02 17:30:45"
"38062","4","configurable","1844","0","0","2024-05-01 06:37:43","2024-05-02 20:56:11"
"38063","4","configurable","1845","0","0","2024-05-01 06:37:45","2024-05-02 20:56:12"
"38064","4","configurable","1846","0","0","2024-05-01 06:37:46","2024-05-02 20:56:13"
"38065","4","simple","1847-3368","0","0","2024-05-01 06:37:48","2024-05-02 17:30:52"
"38066","4","simple","1847-3370","0","0","2024-05-01 06:37:50","2024-05-02 17:30:54"
"38067","4","simple","1847-3371","0","0","2024-05-01 06:37:51","2024-05-02 17:30:55"
"38068","4","simple","1847-3369","0","0","2024-05-01 06:37:53","2024-05-02 17:30:57"
"38069","4","simple","1847-3372","0","0","2024-05-01 06:37:54","2024-05-02 17:30:58"
"38070","4","simple","1849-3375","0","0","2024-05-01 06:37:56","2024-05-02 17:30:59"
"38071","4","simple","1849-3376","0","0","2024-05-01 06:37:58","2024-05-02 17:31:01"
"38072","4","simple","1849-3377","0","0","2024-05-01 06:37:59","2024-05-02 17:31:03"
"38073","4","configurable","1850","0","0","2024-05-01 06:38:01","2024-05-02 20:56:17"
"38074","4","configurable","1851","0","0","2024-05-01 06:38:03","2024-05-02 20:56:18"
"38075","4","simple","1852-3383","0","0","2024-05-01 06:38:04","2024-05-02 17:31:08"
"38076","4","simple","1852-3384","0","0","2024-05-01 06:38:06","2024-05-02 17:31:10"
"38077","4","simple","1852-3385","0","0","2024-05-01 06:38:07","2024-05-02 17:31:12"
"38078","4","configurable","1853","0","0","2024-05-01 06:38:09","2024-05-02 20:56:20"
"38079","4","configurable","1854","0","0","2024-05-01 06:38:10","2024-05-02 20:56:21"
"38080","4","configurable","1855","0","0","2024-05-01 06:38:12","2024-05-02 20:56:22"
"38081","4","simple","1856","0","0","2024-05-01 06:38:14","2024-05-02 17:31:19"
"38082","4","configurable","1857","0","0","2024-05-01 06:38:15","2024-05-02 20:56:23"
"38083","4","configurable","1859","0","0","2024-05-01 06:38:17","2024-05-02 20:56:24"
"38084","4","configurable","1860","0","0","2024-05-01 06:38:19","2024-05-02 20:56:24"
"38085","4","configurable","1861","0","0","2024-05-01 06:38:20","2024-05-02 20:56:25"
"38086","4","simple","1862-3398","0","0","2024-05-01 06:38:22","2024-05-02 17:31:29"
"38087","4","simple","1862-3400","0","0","2024-05-01 06:38:23","2024-05-02 17:31:31"
"38088","4","simple","1862-3401","0","0","2024-05-01 06:38:25","2024-05-02 17:31:32"
"38089","4","simple","1862-3399","0","0","2024-05-01 06:38:27","2024-05-02 17:31:34"
"38090","4","simple","1862-3402","0","0","2024-05-01 06:38:28","2024-05-02 17:31:36"
"38091","4","configurable","1863","0","0","2024-05-01 06:38:30","2024-05-02 20:56:28"
"38092","4","configurable","1864","0","0","2024-05-01 06:38:32","2024-05-02 20:56:28"
"38093","4","configurable","1865","0","0","2024-05-01 06:38:33","2024-05-02 20:56:29"
"38094","4","configurable","1866","0","0","2024-05-01 06:38:35","2024-05-02 20:56:30"
"38095","4","configurable","1867","0","0","2024-05-01 06:38:37","2024-05-02 20:56:31"
"38096","4","configurable","1868","0","0","2024-05-01 06:38:38","2024-05-02 20:56:31"
"38097","4","simple","1869-3409","0","0","2024-05-01 06:38:40","2024-05-02 17:31:49"
"38098","4","simple","1869-3410","0","0","2024-05-01 06:38:42","2024-05-02 17:31:50"
"38099","4","configurable","1870","0","0","2024-05-01 06:38:43","2024-05-02 20:56:33"
"38100","4","simple","1871-3412","0","0","2024-05-01 06:38:45","2024-05-02 17:31:54"
"38101","4","simple","1871-3413","0","0","2024-05-01 06:38:47","2024-05-02 17:31:55"
"38102","4","configurable","1872","0","0","2024-05-01 06:38:48","2024-05-02 20:56:36"
"38103","4","configurable","1875","0","0","2024-05-01 06:38:50","2024-05-02 20:56:37"
"38104","4","simple","1876-3418","0","0","2024-05-01 06:38:52","2024-05-02 17:32:01"
"38105","4","simple","1876-3419","0","0","2024-05-01 06:38:53","2024-05-02 17:32:02"
"38106","4","simple","1876-3420","0","0","2024-05-01 06:38:55","2024-05-02 17:32:04"
"38107","4","simple","1877-3421","0","0","2024-05-01 06:38:57","2024-05-02 17:32:06"
"38108","4","simple","1877-3422","0","0","2024-05-01 06:38:58","2024-05-02 17:32:07"
"38109","4","simple","1877-3423","0","0","2024-05-01 06:39:00","2024-05-02 17:32:08"
"38110","4","simple","1878-3424","0","0","2024-05-01 06:39:02","2024-05-02 17:32:10"
"38111","4","simple","1878-3425","0","0","2024-05-01 06:39:03","2024-05-02 17:32:12"
"38112","4","simple","1879-7506","0","0","2024-05-01 06:39:05","2024-05-02 17:32:13"
"38113","4","simple","1879-3426","0","0","2024-05-01 06:39:06","2024-05-02 17:32:14"
"38114","4","simple","1879-7507","0","0","2024-05-01 06:39:08","2024-05-02 17:32:16"
"38115","4","configurable","1880","0","0","2024-05-01 06:39:10","2024-05-02 20:56:43"
"38116","4","configurable","1881","0","0","2024-05-01 06:39:11","2024-05-02 20:56:44"
"38117","4","configurable","1882","0","0","2024-05-01 06:39:13","2024-05-02 20:56:45"
"38118","4","configurable","1883","0","0","2024-05-01 06:39:14","2024-05-02 20:56:45"
"38119","4","simple","1884-3432","0","0","2024-05-01 06:39:16","2024-05-02 17:32:25"
"38120","4","simple","1884-3433","0","0","2024-05-01 06:39:18","2024-05-02 17:32:26"
"38121","4","simple","1884-3431","0","0","2024-05-01 06:39:19","2024-05-02 17:32:28"
"38122","4","configurable","1885","0","0","2024-05-01 06:39:21","2024-05-02 20:56:48"
"38123","4","configurable","1886","0","0","2024-05-01 06:39:22","2024-05-02 20:56:48"
"38124","4","configurable","1887","0","0","2024-05-01 06:39:24","2024-05-02 20:56:49"
"38125","4","configurable","1888","0","0","2024-05-01 06:39:25","2024-05-02 20:56:50"
"38126","4","configurable","1889","0","0","2024-05-01 06:39:26","2024-05-02 20:56:51"
"38127","4","configurable","1890","0","0","2024-05-01 06:39:28","2024-05-02 20:56:51"
"38128","4","configurable","1891","0","0","2024-05-01 06:39:29","2024-05-02 20:56:52"
"38129","4","configurable","1892","0","0","2024-05-01 06:39:31","2024-05-02 20:56:53"
"38130","4","configurable","1893","0","0","2024-05-01 06:39:33","2024-05-02 20:56:54"
"38131","4","configurable","1894","0","0","2024-05-01 06:39:35","2024-05-02 20:56:54"
"38132","4","configurable","1895","0","0","2024-05-01 06:39:37","2024-05-02 20:56:55"
"38133","4","configurable","1896","0","0","2024-05-01 06:39:38","2024-05-02 20:56:56"
"38134","4","configurable","1897","0","0","2024-05-01 06:39:40","2024-05-02 20:56:57"
"38135","4","configurable","1898","0","0","2024-05-01 06:39:41","2024-05-02 20:56:57"
"38136","4","simple","1899-3449","0","0","2024-05-01 06:39:42","2024-05-02 17:32:56"
"38137","4","simple","1899-3450","0","0","2024-05-01 06:39:44","2024-05-02 17:32:57"
"38138","4","simple","1899-3451","0","0","2024-05-01 06:39:46","2024-05-02 17:32:59"
"38139","4","configurable","1900","0","0","2024-05-01 06:39:47","2024-05-02 20:56:59"
"38140","4","configurable","1901","0","0","2024-05-01 06:39:49","2024-05-02 20:57:00"
"38141","4","configurable","1903","0","0","2024-05-01 06:39:50","2024-05-02 20:57:01"
"38142","4","configurable","1904","0","0","2024-05-01 06:39:51","2024-05-02 20:57:02"
"38143","4","configurable","1905","0","0","2024-05-01 06:39:52","2024-05-02 20:57:03"
"38144","4","simple","1907-3460","0","0","2024-05-01 06:39:54","2024-05-02 17:33:10"
"38145","4","configurable","1908","0","0","2024-05-01 06:39:55","2024-05-02 20:57:05"
"38146","4","simple","1909-3463","0","0","2024-05-01 06:39:57","2024-05-02 17:33:14"
"38147","4","simple","1909-3462","0","0","2024-05-01 06:39:58","2024-05-02 17:33:15"
"38148","4","simple","1910-3465","0","0","2024-05-01 06:40:00","2024-05-02 17:33:16"
"38149","4","simple","1910-3466","0","0","2024-05-01 06:40:02","2024-05-02 17:33:18"
"38150","4","simple","1910-3464","0","0","2024-05-01 06:40:04","2024-05-02 17:33:19"
"38151","4","simple","1911-3468","0","0","2024-05-01 06:40:05","2024-05-02 17:33:21"
"38152","4","simple","1911-3469","0","0","2024-05-01 06:40:07","2024-05-02 17:33:22"
"38153","4","simple","1911-3467","0","0","2024-05-01 06:40:08","2024-05-02 17:33:24"
"38154","4","configurable","1913","0","0","2024-05-01 06:40:10","2024-05-02 20:57:10"
"38155","4","configurable","1914","0","0","2024-05-01 06:40:12","2024-05-02 20:57:11"
"38156","4","simple","1915-3473","0","0","2024-05-01 06:40:13","2024-05-02 17:33:29"
"38157","4","simple","1915-3475","0","0","2024-05-01 06:40:15","2024-05-02 17:33:31"
"38158","4","simple","1915-3476","0","0","2024-05-01 06:40:17","2024-05-02 17:33:32"
"38159","4","simple","1915-3474","0","0","2024-05-01 06:40:18","2024-05-02 17:33:34"
"38160","4","simple","1915-5089","0","0","2024-05-01 06:40:20","2024-05-02 17:33:36"
"38161","4","configurable","1916","0","0","2024-05-01 06:40:22","2024-05-02 20:57:13"
"38162","4","simple","1917-3479","0","0","2024-05-01 06:40:23","2024-05-02 17:33:39"
"38163","4","simple","1917-3480","0","0","2024-05-01 06:40:25","2024-05-02 17:33:40"
"38164","4","simple","1917-3478","0","0","2024-05-01 06:40:26","2024-05-02 17:33:42"
"38165","4","configurable","1918","0","0","2024-05-01 06:40:28","2024-05-02 20:57:15"
"38166","4","configurable","1919","0","0","2024-05-01 06:40:29","2024-05-02 20:57:16"
