ContentID,ParentContentID,AssociateType,AssociateID,FileName,PageTitle,AdditionalPageTitle,MetaKeywords,MetaDescription,Template,CreatedDate,CreatedByUserID,PublishedDate,LastUpdated,UpdatedByUserID,Protected,Rank,ProductRank,Enabled,Featured,RedirectContentID,Views,MapID,GalleryID,NotificationType,category_content_id,tbl_Product_ProductID,tbl_Product_ManufacturerID,tbl_Product_Code,tbl_Product_MPN,tbl_Product_GTIN,tbl_Product_Price,tbl_Product_PriceWholesale,tbl_Product_SalePrice,tbl_Product_TotalStock,tbl_Product_Weight,tbl_Product_Width,tbl_Product_Height,tbl_Product_Location,tbl_Product_ShippingAdditional,tbl_Product_SpecificShippingTypeID,tbl_Product_Featured,tbl_Product_Derivative1,tbl_Product_Derivative2,tbl_Product_GoogleProductCategory,tbl_Product_GoogleAdwordsLabels,tbl_Product_GoogleAdwordsRedirect,tbl_Product_SpecialNote,tbl_Product_SpecialNoteShort,productType,tbl_derivative_DerivativeID,tbl_derivative_ProductID,tbl_derivative_Title,tbl_derivative_Title2,tbl_derivative_TotalStock,tbl_derivative_ProductImage,tbl_derivative_SwatchImage,tbl_derivative_BackInStock,tbl_derivative_Price,tbl_derivative_PriceWholesale,tbl_derivative_Weight,tbl_derivative_Location,tbl_derivative_Enabled,tbl_derivative_Code,tbl_derivative_DerivRank,tbl_derivative_DerivGTIN,tbl_derivative_DerivMPN
15633,0,Product,9667,/black-cherry-candle-in-glass-jar-by-prices/,Black Cherry Candle in Glass Jar by Price's,| Price's Candle in a Glass Jar Black Cherry,"avena, candle, prices, price, drum, tin, travel, scent, burn, gift, cherry","This wonderful candle is crafted together with the finest cherries creating a mesmerising fragrance to fill your home with. Perfect for those wintery, cosy nights in!",product.aspx,11/15/2018,6,11/15/2018,11/15/2018,6,0,1,1,1,0,0,2859,0,0,0,13048|22|73,9667,14,,,,5.99,3.99,0,,0,0,0,,0,0,0,n/a,,,,,This item is part of our 2 for 9.99 offer. Mix and match any 2 products in this offer for only 9.99!,Any 2 for 9.99,simple,13010,9667,n/a,,0,,,,5.99,3.99,0.78,B4B,1,PCJ010604,0,5010414376214
