ContentID,ParentContentID,AssociateType,AssociateID,FileName,PageTitle,AdditionalPageTitle,MetaKeywords,MetaDescription,Template,CreatedDate,CreatedByUserID,PublishedDate,LastUpdated,UpdatedByUserID,Protected,Rank,ProductRank,Enabled,Featured,RedirectContentID,Views,MapID,GalleryID,NotificationType,category_content_id,tbl_Product_ProductID,tbl_Product_ManufacturerID,tbl_Product_Code,tbl_Product_MPN,tbl_Product_GTIN,tbl_Product_Price,tbl_Product_PriceWholesale,tbl_Product_SalePrice,tbl_Product_TotalStock,tbl_Product_Weight,tbl_Product_Width,tbl_Product_Height,tbl_Product_Location,tbl_Product_ShippingAdditional,tbl_Product_SpecificShippingTypeID,tbl_Product_Featured,tbl_Product_Derivative1,tbl_Product_Derivative2,tbl_Product_GoogleProductCategory,tbl_Product_GoogleAdwordsLabels,tbl_Product_GoogleAdwordsRedirect,tbl_Product_SpecialNote,tbl_Product_SpecialNoteShort,productType,tbl_derivative_DerivativeID,tbl_derivative_ProductID,tbl_derivative_Title,tbl_derivative_Title2,tbl_derivative_TotalStock,tbl_derivative_ProductImage,tbl_derivative_SwatchImage,tbl_derivative_BackInStock,tbl_derivative_Price,tbl_derivative_PriceWholesale,tbl_derivative_Weight,tbl_derivative_Location,tbl_derivative_Enabled,tbl_derivative_Code,tbl_derivative_DerivRank,tbl_derivative_DerivGTIN,tbl_derivative_DerivMPN
3324,0,Product,2909,/Incense-Cone-Stick-Holder-Dark-Wood-Star-A-Fair-Trade-Product/,Incense Cone - Stick Holder Dark Wood Star A Fair Trade Product,,,,product.aspx,8/15/2012,1,8/15/2012,4/26/2013,5,0,1,0,0,0,0,0,0,0,0,,2909,14,,,,1,0,0,,10,0,0,,0,0,0,Size,n/a,,,,,,simple,5036,2909,n/a,n/a,0,large_1869.jpg,,,1,0,0.01,,1,,1
